Description	Name	Egg_1	Egg_2	Egg_3	2_1	2_2	2_3	4_1	4_2	4_3	6_1	6_2	6_3	8_1	8_2	8_3	24_1	24_2	24_3	Gene_stable_ID	Transcript_stable_ID	Protein_stable_ID	Transcript_name	Gene_Synonym	Gene_type	Gene_description
pep chromosome:GRCz11:25:23777469:23815949:1 gene:ENSDARG00000045696.6 transcript:ENSDART00000067179.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrpl23 description:mitochondrial ribosomal protein L23 [Source:ZFIN;Acc:ZDB-GENE-040625-12]	mrpl23	62945045.1770447	69606869.5173873	75512792.1820896	75261991.0839315	76871366.2656213	49437442.4113553	53107247.477987	21539083.2332757	18958172.617889	35255257.699823	18538309.333246	5665035.63601924	41101025.9425634	49758857.5318644	27690626.471699	199123.194798386	37663529.8576492	42761047.7188534	ENSDARG00000045696,ENSDARG00000111947	ENSDART00000067179,ENSDART00000169618	ENSDARP00000067178,ENSDARP00000137414	mrpl23-201,mrpl23-202		protein_coding	mitochondrial_ribosomal_protein_L23_[Source:ZFIN;Acc:ZDB-GENE-040625-12]
pep chromosome:GRCz11:11:41216191:41222971:-1 gene:ENSDARG00000098972.3 transcript:ENSDART00000163609.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrps16 description:mitochondrial ribosomal protein S16 [Source:ZFIN;Acc:ZDB-GENE-041010-123]	NA	62711668.1437258	115376499.572362	116303150.471557	95206513.9283809	34723547.3701036	73436340.0252343	34981582.2407513	71952972.8368004	72501548.2152906	88427966.1175568	52431881.7025971	26109416.669431	61436122.6640012	50101458.8210968	69285283.2667759	70039380.1819923	46286850.988614	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:11:41459408:41475995:1 gene:ENSDARG00000116835.1 transcript:ENSDART00000182285.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:park7 description:parkinson protein 7 [Source:ZFIN;Acc:ZDB-GENE-041010-5]	NA	62676735.7135305	29040590.6001226	34168873.2354017	65524743.9521554	42731286.4774161	63083712.8529629	58514304.7937778	27162096.6680349	13905609.4914676	58214164.8012915	34844616.4445165	42740900.8758398	15683303.7922348	51937623.9742693	105356982.527182	69924388.2256318	61104432.1559464	81365638.4065215	NA	NA	NA	NA	NA	NA	NA
ECHD3_DANRE Enoyl-CoA hydratase domain-containing protein 3, mitochondrial OS=Danio rerio OX=7955 GN=echdc3 PE=2 SV=2	zgc:158321; echdc3	62599860.4684899	43234451.5307184	81081157.0142603	63797129.8312751	37772846.3774322	49945546.368493	21541034.5634368	12442539.4522279	48357951.0098258	62840529.8374138	39483114.8918096	78437182.2131902	36939173.2527433	35558354.2938588	28251300.0152356	15406360.0281466	14462214.3423289	12482560.913645	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:8:926673:944055:-1 gene:ENSDARG00000059234.6 transcript:ENSDART00000092773.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrps27 description:mitochondrial ribosomal protein S27 [Source:ZFIN;Acc:ZDB-GENE-040808-39]	LOC554571	62141487.5947388	56159499.8319581	37537392.4519695	42470481.3801644	17623296.1257543	54710463.4803863	29139657.4630633	26395095.3123136	73082035.2719981	27779156.630697	37648454.6085127	87933518.686056	33150037.038499	29842117.3837728	91428321.3126358	31086067.5055413	31269968.4023938	21689395.3896503	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:2:3416683:3419890:-1 gene:ENSDARG00000063446.7 transcript:ENSDART00000055618.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:iba57 description:IBA57, iron-sulfur cluster assembly [Source:ZFIN;Acc:ZDB-GENE-060929-712]	iba57	61872603.8919703	66222998.0336517	59768479.9747274	82973454.1542556	40278693.875553	42784934.0559178	48349585.0813788	51607258.228731	42572324.8504766	51789322.0764695	46465840.5240462	23498544.1891803	51989533.5777055	47594961.1203263	29193508.8973215	22946825.2659939	29856841.1193609	20094828.6504666	ENSDARG00000063446	ENSDART00000055618	ENSDARP00000055617	iba57-201		protein_coding	iron-sulfur_cluster_assembly_factor_IBA57_[Source:ZFIN;Acc:ZDB-GENE-060929-712]
pep chromosome:GRCz11:4:4832144:4834617:-1 gene:ENSDARG00000092677.2 transcript:ENSDART00000141539.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:coa6 description:cytochrome c oxidase assembly factor 6 [Source:ZFIN;Acc:ZDB-GENE-070705-152]	si:ch211-258f14.5; coa6	61297685.7702263	39818766.6297426	39151111.556158	31594707.8693605	35574695.2349104	200316.40149845	210954.748090464	255281.38508428	28562270.9195295	9221431.41992612	18053755.1904881	5031532.4601518	11175423.6083255	222762.305921108	3105391.90155489	10327515.258193	8980638.87947421	3368265.60624846	NA	NA	NA	NA	NA	NA	NA
uncharacterized protein LOC100141336 precursor [Danio rerio]	zgc:172225	61159126.1142867	55277168.0367523	88273857.7164562	50198193.1397218	95060599.3112292	59221084.5280783	195399988.750149	63859133.0269485	99848585.7284837	140921870.400863	77937421.3696527	115201516.052608	142886411.606756	222618145.191292	153031271.156806	74738610.3204305	149697896.335692	109492026.398672	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:12:7254112:7263958:1 gene:ENSDARG00000063145.6 transcript:ENSDART00000092009.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:tfam description:transcription factor A, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-061013-552]	NA	61078205.9363839	94384407.5657904	74337338.0892192	82512705.5975524	84384212.1905383	114650398.509335	109455458.628049	60838968.4007176	89286463.9216339	49500063.2923646	60708295.0170494	22761551.7174899	63184459.8000199	75341350.8717869	40349143.4185113	41831935.3622715	51699460.4062871	34761741.230338	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz10:13:22548641:22568462:-1 gene:ENSDARG00000008816.9 transcript:ENSDART00000165617.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:glud1a description:glutamate dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-030114-2]	NA	60307121.7659871	53198657.0108152	32669133.6009409	64965559.3044729	58406310.9061726	49556232.5331858	45470152.4207617	54284816.6579822	42631359.3606114	31871859.0193287	29366423.1502187	30790227.0895103	44910867.0888715	35716631.2381103	22309697.5944552	58367902.6059728	51950723.7066548	47699415.5351527	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz10:7:31749787:31871336:1 gene:ENSDARG00000089236.3 transcript:ENSDART00000123463.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mettl15 description:methyltransferase like 15 [Source:ZFIN;Acc:ZDB-GENE-130530-958]	NA	59050165.749486	47131420.7388003	37579862.1280408	59169390.4310406	31973966.0896567	60674039.5663507	29454704.7625643	37003322.9969853	20075875.2721295	17542420.3744796	18386675.3432308	37915452.0190631	11486729.5947241	27907509.0483411	33734457.5599108	10942129.8654846	6666512.7471847	11116905.6677531	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz10:22:26261434:26271243:1 gene:ENSDARG00000041538.6 transcript:ENSDART00000167334.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrps28 description:mitochondrial ribosomal protein S28 [Source:ZFIN;Acc:ZDB-GENE-061110-52]	NA	58891752.3071216	112854047.350003	105302515.892753	110865533.63675	102154548.165532	102613421.258396	98491365.1175337	81423987.8510507	98967866.5584473	52041831.9168333	45626134.5374411	35029267.3223545	88295599.1428303	52204471.2818791	69576600.6379678	43597600.6481589	54424684.1388835	22790041.5328188	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz10:11:30995082:31012994:-1 gene:ENSDARG00000001897.11 transcript:ENSDART00000162605.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:man2b1 description:mannosidase, alpha, class 2B, member 1 [Source:ZFIN;Acc:ZDB-GENE-050327-52]	NA	57845811.0478212	1344770.24585556	1831544.51875595	2544476.55757898	3361488.97980615	3393811.50350416	76381048.1474987	3805612.06889906	48031637.0781781	52623839.7003646	6876032.66118128	7701348.42666558	55194844.4644014	5896195.98891714	51657293.0971419	29080786.1545251	12100632.0309936	29578541.732637	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:11:12096199:12104917:-1 gene:ENSDARG00000044942.7 transcript:ENSDART00000136108.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrpl45 description:mitochondrial ribosomal protein L45 [Source:ZFIN;Acc:ZDB-GENE-040426-1041]	mrpl45	57463980.4663306	55567510.6421333	66401464.8902674	78923766.3281614	73586068.6108167	66669223.2444869	73957612.6731322	59729049.540226	30125268.4258115	45538317.9526057	48961404.2977382	38767553.0468566	34171475.109047	36267222.3140232	45886439.6137178	38511677.3480455	34772949.4278625	25308539.7045252	ENSDARG00000044942,ENSDARG00000114416,ENSDARG00000115767	ENSDART00000136108,ENSDART00000133236,ENSDART00000183750,ENSDART00000183655,ENSDART00000185013,ENSDART00000187649	ENSDARP00000121834,ENSDARP00000115414,ENSDARP00000153372,ENSDARP00000153683,ENSDARP00000150524,ENSDARP00000154366	mrpl45-202,mrpl45-201,mrpl45-204,mrpl45-203,mrpl45-205,mrpl45-206		protein_coding	mitochondrial_ribosomal_protein_L45_[Source:ZFIN;Acc:ZDB-GENE-040426-1041]
flavin containing monooxygenase 5 [Danio rerio]	fmo5	56446496.7419353	78308565.1967074	43505894.9977683	79768794.793221	40522977.1793712	45087062.1195733	39882480.5206086	29740534.7144035	55988019.2891697	30970426.6435142	41955598.1807768	25528006.2225085	29804252.6616215	26431899.0523843	38971667.3168274	169285530.80322	32521548.64442	62567939.0741521	ENSDARG00000016357,ENSDARG00000116737	ENSDART00000034011,ENSDART00000127213,ENSDART00000189311	ENSDARP00000038651,ENSDARP00000149889,ENSDARP00000147416	fmo5-201,fmo5-202,fmo5-203		protein_coding	flavin_containing_dimethylaniline_monoxygenase_5_[Source:ZFIN;Acc:ZDB-GENE-030131-6606]
pep chromosome:GRCz11:5:20103085:20108469:1 gene:ENSDARG00000056855.6 transcript:ENSDART00000079424.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:gatc description:glutamyl-tRNA amidotransferase subunit C [Source:ZFIN;Acc:ZDB-GENE-060526-381]	si:rp71-1c23.3	56434575.7261385	54695309.5927561	50159495.9457704	49826279.0315406	17018249.7639136	66020631.0873239	29021407.816794	19678679.0289227	18967205.8581881	4159376.21591224	6610751.25808987	35594047.1704897	11591021.049408	30716638.6822033	27512843.9335488	11883811.5823062	15414026.2003409	3071549.97267864	NA	NA	NA	NA	NA	NA	NA
Zgc:92393 protein [Danio rerio]	dnajc15	56132914.4245756	38869939.6774594	42543424.3361133	10603692.649734	37799207.0732695	22152862.5780355	12389327.8404936	17885098.4464504	20216104.7034961	9057033.77781805	20920684.1970126	18466706.4342217	10767532.2127577	32376696.2846806	17569544.6450432	5012377.03001243	13605531.6840483	22454804.0596719	ENSDARG00000038309	ENSDART00000055872,ENSDART00000141337	ENSDARP00000055871,	dnajc15-201,dnajc15-202		protein_coding	DnaJ_(Hsp40)_homolog,_subfamily_C,_member_15_[Source:ZFIN;Acc:ZDB-GENE-040801-216]
pep chromosome:GRCz11:3:25369965:25377163:-1 gene:ENSDARG00000038066.9 transcript:ENSDART00000055490.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:kpna2 description:karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Source:ZFIN;Acc:ZDB-GENE-040718-22]	LOC573312	56082711.096612	86907700.1106684	136785176.560369	155948880.105434	119794023.891502	120447985.540342	388415849.276385	291724502.389399	414515108.127747	841302448.644905	651708389.608596	707184862.041117	695525960.938198	621417134.067654	841411906.61526	543294526.637139	401496538.558959	509058720.077849	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:24:20916751:20918412:1 gene:ENSDARG00000028164.9 transcript:ENSDART00000136663.2 gene_biotype:protein_coding transcript_biotype:nonsense_mediated_decay gene_symbol:cst14a.1 description:cystatin 14a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-141031-1]	LOC573769; si:ch211-161h7.6; cst14a.1	55777829.2589454	58267168.3923759	37577455.1217879	71748317.5663578	68290929.5059869	72349474.2437517	81519117.6671578	79857124.3563546	53314742.3166329	116436359.626372	111727625.682251	55810095.0086955	71480089.6327654	115855693.792839	119922426.819841	52429095.1805889	103000982.775908	14217759.4534715	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:7:46009862:46019756:-1 gene:ENSDARG00000100912.2 transcript:ENSDART00000162583.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:zgc:162297 description:zgc:162297 [Source:ZFIN;Acc:ZDB-GENE-070410-62]	NA	55585373.6359574	51455074.2947142	63189987.699258	39235281.963533	39594988.4690069	23060983.0497678	24072182.2050318	33176734.2136581	34756978.4009638	27093487.9645174	19620935.1620533	30066794.1589261	17178905.1714257	29811692.8464311	22137147.9899711	16117057.5721982	13875424.4727869	14021930.9544797	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:15:23468025:23485752:-1 gene:ENSDARG00000073724.5 transcript:ENSDART00000152706.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:nlrx1 description:NLR family member X1 [Source:ZFIN;Acc:ZDB-GENE-071119-3]	nlrx1	55408227.7039153	43522057.0672778	25488311.1287525	51693735.5716332	38451987.4732441	42637022.4308318	39815800.0332523	24840008.760008	26921270.1944499	27141075.0888555	31366451.8283273	24329364.5255127	25828971.9391541	31448688.6976807	25628239.4327436	21032289.5998759	20577826.4884898	15675919.0933491	ENSDARG00000073724	ENSDART00000185823,ENSDART00000152460,ENSDART00000152706,ENSDART00000185523	ENSDARP00000156516,ENSDARP00000126611,ENSDARP00000126680,ENSDARP00000154296	nlrx1-204,nlrx1-201,nlrx1-202,nlrx1-203		protein_coding	NLR_family_member_X1_[Source:ZFIN;Acc:ZDB-GENE-071119-3]
pep chromosome:GRCz11:CHR_ALT_CTG5_1_37:38793096:38804084:1 gene:ENSDARG00000114027.1 transcript:ENSDART00000188396.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrpl1 description:mitochondrial ribosomal protein L1 [Source:ZFIN;Acc:ZDB-GENE-060526-311]	NA	55138797.7498773	113702856.274431	168093065.480305	158828087.170627	158213261.218307	169319221.147142	167061684.444648	109378767.228871	114423999.091152	85547188.2386288	122718384.116901	103859339.679378	85904567.9746839	131566598.184931	123717207.627614	77934987.5893764	87154951.0895689	77025950.4324152	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:21:7121942:7128064:1 gene:ENSDARG00000103198.2 transcript:ENSDART00000171603.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrps2 description:mitochondrial ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-070112-992]	LOC100330954	54987434.7123135	51062983.42816	58442964.1479962	46723344.476408	60512333.325509	155635936.805558	28480067.3064376	68324392.1389205	50939101.7819419	44555417.086932	47657736.5537099	49010348.8176121	32296442.0997704	49278331.1730242	43295991.5418863	34640112.0387027	33781912.6072432	30351179.1084961	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:11:41936435:41960276:1 gene:ENSDARG00000038207.6 transcript:ENSDART00000173103.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:aldh4a1 description:aldehyde dehydrogenase 4 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-040426-1179]	NA	54420374.8740066	38074618.9034669	37495425.465777	67354879.4160601	36127664.4976049	27926395.1938855	44299554.5747731	42659914.0524299	27420043.9286309	52065491.8759876	15773920.7952107	18130032.1795823	41643003.053284	22908255.59679	11187528.0634909	158593618.234319	110544890.84409	130457301.194954	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:24:31081504:31090948:-1 gene:ENSDARG00000099358.3 transcript:ENSDART00000176799.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:hccsb description:holocytochrome c synthase b [Source:ZFIN;Acc:ZDB-GENE-000607-78]	NA	53860801.9547124	50065768.134035	65751992.6569385	36825422.4637207	45707506.6119064	38470787.3095566	43488645.4939066	36771012.382521	54338225.8917739	32832004.2360742	40229474.7973759	43716079.4354139	42253015.413276	40652748.6191415	45117850.9031172	53865803.4098758	58723597.5796782	19159569.9094048	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:8:2530065:2535826:1 gene:ENSDARG00000043554.5 transcript:ENSDART00000063943.5 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrpl40 description:mitochondrial ribosomal protein L40 [Source:ZFIN;Acc:ZDB-GENE-040912-37]	mrpl40	53473298.6458726	80403273.1867902	63059564.3393347	40549719.0228811	57988292.3439476	53722820.5331734	34245520.093495	34143428.7478512	32231998.9211504	33128235.8966141	29680219.9154825	27916336.9533327	31707673.4114104	36057376.8742548	36117571.0091509	4284119.96666463	23986382.770984	13707215.942437	ENSDARG00000043554	ENSDART00000063943	ENSDARP00000063942	mrpl40-201		protein_coding	mitochondrial_ribosomal_protein_L40_[Source:ZFIN;Acc:ZDB-GENE-040912-37]
glucosidase 2 subunit beta isoform X1 [Danio rerio]	prkcsh	53292561.0042481	92104556.9856291	95128833.6904293	137211208.532142	115310373.398063	130512227.610744	113231753.063921	187415919.276796	220518847.326497	204100794.564936	198640344.420343	185129208.749076	104086962.28496	116112219.576976	90671752.4606155	174237771.891766	100270733.320167	159548234.082051	ENSDARG00000004470	ENSDART00000136051,ENSDART00000133283,ENSDART00000023814,ENSDART00000164930,ENSDART00000185437	ENSDARP00000115082,ENSDARP00000119154,ENSDARP00000025069,ENSDARP00000136544,ENSDARP00000156386	prkcsh-203,prkcsh-202,prkcsh-201,prkcsh-204,prkcsh-205		protein_coding	PRKCSH_beta_subunit_of_glucosidase_II_[Source:ZFIN;Acc:ZDB-GENE-040426-770]
pep chromosome:GRCz10:22:4378106:4384623:-1 gene:ENSDARG00000103979.1 transcript:ENSDART00000170567.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:calr3a description:calreticulin 3a [Source:ZFIN;Acc:ZDB-GENE-000208-17]	NA	53109051.0493691	111737402.124293	130422871.102301	176387842.848175	189978244.856542	175386261.246557	158726575.3978	194366770.945533	271818003.720136	274551498.564697	252298842.853991	227035973.757478	188298079.673531	127485786.562853	136187390.568861	294047154.371602	236372698.621839	346194690.412771	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:9:24121036:24123931:1 gene:ENSDARG00000069671.4 transcript:ENSDART00000101565.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:maip1 description:matrix AAA peptidase interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-050506-22]	zgc:123096; maip1	52875785.6165209	90758733.2695187	37982564.7986425	40465770.1659146	38238055.503708	62926752.612498	58107986.6935151	29199701.9354703	38556791.0118709	45335296.1985053	45229695.0287134	52210421.7593167	50492825.7804118	39918103.8141517	12235426.882878	33606781.3862085	20183757.8297235	38139600.0830403	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:22:38173960:38199988:1 gene:ENSDARG00000010312.10 transcript:ENSDART00000010537.10 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cp description:ceruloplasmin [Source:ZFIN;Acc:ZDB-GENE-010522-1]	cp	52311190.2013889	139074202.32893	55214128.2109576	40735915.4033182	64032323.2277164	94782009.8057971	99650676.530067	147123838.735097	94311886.8131276	199408857.625304	185339036.419861	66387221.0158837	176189740.944269	140662859.659408	59230940.690816	35157110.8880858	77899856.2284349	26696862.3103858	ENSDARG00000010312	ENSDART00000126323,ENSDART00000010537,ENSDART00000121965	ENSDARP00000106910,ENSDARP00000015293,ENSDARP00000104879	cp-203,cp-201,cp-202		protein_coding	ceruloplasmin_[Source:ZFIN;Acc:ZDB-GENE-010522-1]
